step,source,val/pass@1,val/avg@1,val/math500_first50/pass@1,val/aime24/pass@1,val/aime25/pass@1,episode/reward/mean,graphcredit/node_reward_mean,graphcredit/solver_node_reward_mean,graphcredit/verifier_node_reward_mean,critic/Qwen3-4B_Solver Agent/rewards/mean,critic/Qwen3-4B_Verifier Agent/rewards/mean,response_length/mean,prompt_length/mean,perf/throughput,perf/time_per_step
511,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.213,0.068,0.201,0.068,801.594,1226.547,336.931,48.156
512,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.193,0.089,0.193,0.089,619.047,865.906,336.047,35.351
513,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.812,0.203,0.284,0.122,0.278,0.122,793.25,1036.938,295.663,49.521
514,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.75,0.188,0.271,0.104,0.271,0.104,640.0,815.406,312.328,37.279
515,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.146,0.041,0.137,0.041,702.656,1122.047,308.457,47.325
516,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.104,0.052,0.101,0.052,568.547,875.172,224.932,51.348
517,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.104,0.052,0.101,0.052,744.438,1303.734,323.345,50.675
518,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.197,0.053,0.191,0.053,870.281,1060.5,301.636,51.208
519,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.206,0.044,0.203,0.044,735.328,931.375,260.655,51.154
520,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.224,0.089,0.224,0.089,339.172,433.109,249.788,24.734
521,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.118,0.038,0.118,0.038,519.812,641.375,287.304,32.333
522,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.688,0.172,0.251,0.093,0.251,0.093,684.391,1041.594,333.492,41.404
523,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.227,0.085,0.227,0.085,580.375,733.016,263.786,39.832
524,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.19,0.091,0.19,0.091,515.594,645.656,315.813,29.416
525,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.209,0.073,0.209,0.073,370.125,489.5,329.175,20.892
526,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.209,0.103,0.209,0.103,471.766,669.453,289.67,31.518
527,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.157,0.062,0.144,0.062,839.203,1296.688,348.371,49.049
528,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.15,0.069,0.15,0.069,521.75,662.156,276.426,34.263
529,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.165,0.054,0.165,0.054,629.5,832.375,258.947,45.164
530,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.12,0.036,0.12,0.036,621.75,765.297,325.446,34.096
531,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.204,0.078,0.204,0.078,467.219,576.766,376.816,22.164
532,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.147,0.072,0.147,0.072,578.656,792.141,349.13,31.411
533,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.157,0.061,0.151,0.061,724.125,972.578,281.622,48.198
534,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.236,0.076,0.236,0.076,413.859,506.531,236.676,31.111
535,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.107,0.049,0.107,0.049,591.391,857.25,251.378,46.102
536,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.062,0.016,0.031,0.0,0.025,0.0,813.766,1118.734,279.784,55.257
537,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.13,0.058,0.13,0.058,707.016,1031.203,342.177,40.639
538,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.225,0.087,0.219,0.087,622.391,871.141,274.371,43.548
539,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.187,0.063,0.187,0.057,626.25,865.281,310.15,38.472
540,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.223,0.09,0.223,0.09,691.141,1004.094,346.896,39.095
541,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.181,0.069,0.181,0.069,706.766,1079.938,322.399,44.335
542,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.117,0.039,0.101,0.039,987.078,1711.844,437.574,49.343
543,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.203,0.078,0.203,0.078,646.438,773.5,313.194,36.27
544,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.151,0.068,0.129,0.068,1095.438,1465.922,383.698,53.404
545,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.75,0.188,0.254,0.121,0.254,0.121,563.031,801.297,369.031,29.576
546,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.75,0.188,0.256,0.119,0.256,0.119,692.391,953.922,330.848,39.808
547,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.139,0.048,0.139,0.048,662.828,780.953,294.449,39.227
548,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.199,0.083,0.192,0.083,843.469,1177.219,358.402,45.104
549,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.192,0.089,0.186,0.089,979.859,1356.109,393.762,47.46
550,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,0.527,0.527,0.82,0.3,0.267,0.562,0.141,0.196,0.085,0.196,0.085,762.75,940.422,31.218,436.462
551,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.092,0.033,0.092,0.033,689.953,998.141,382.317,35.323
552,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.169,0.081,0.169,0.081,674.781,984.766,269.561,49.252
553,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.812,0.203,0.303,0.104,0.299,0.104,620.188,889.422,257.063,46.98
554,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.174,0.076,0.174,0.076,655.203,784.906,307.866,37.422
555,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.085,0.04,0.082,0.04,609.797,939.328,262.793,47.159
556,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.208,0.073,0.208,0.073,685.391,809.094,309.958,38.573
557,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.163,0.056,0.157,0.056,715.344,952.0,283.576,47.038
558,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.203,0.078,0.203,0.078,463.125,622.859,284.075,30.583
559,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.938,0.234,0.337,0.132,0.337,0.132,585.625,607.906,439.464,21.727
560,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.193,0.088,0.193,0.088,767.891,918.141,303.834,44.393
561,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.16,0.059,0.151,0.059,786.844,1138.656,290.916,52.95
562,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.175,0.044,0.175,0.044,505.891,747.297,328.051,30.561
563,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.148,0.071,0.148,0.071,568.891,825.672,337.546,33.052
564,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.211,0.07,0.202,0.064,741.062,1052.656,295.91,48.494
565,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.175,0.044,0.175,0.044,543.391,683.547,290.243,33.818
566,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.061,0.033,0.061,0.033,665.875,899.266,320.853,39.024
567,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.875,0.219,0.333,0.104,0.333,0.104,373.141,513.016,316.732,22.382
568,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.15,0.069,0.15,0.069,408.844,574.453,314.338,25.025
569,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.127,0.06,0.121,0.06,627.516,986.797,249.731,51.714
570,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.112,0.044,0.112,0.044,538.219,683.328,313.538,31.168
571,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.169,0.05,0.169,0.05,449.234,493.719,232.294,32.474
572,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.167,0.052,0.167,0.052,558.938,729.172,357.512,28.824
573,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.179,0.071,0.176,0.071,737.078,1141.922,302.483,49.695
574,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.134,0.054,0.134,0.054,438.562,606.766,261.234,32.012
575,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.125,0.031,0.043,0.019,0.043,0.019,508.094,779.578,320.776,32.114
576,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.22,0.061,0.217,0.061,480.719,634.609,193.675,46.07
577,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.152,0.036,0.152,0.036,465.625,554.875,305.322,26.739
578,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.21,0.071,0.21,0.071,374.562,536.438,316.266,23.044
579,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.141,0.047,0.141,0.047,429.531,545.531,289.657,26.93
580,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.176,0.074,0.176,0.074,500.016,663.047,271.38,34.286
581,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.107,0.049,0.107,0.043,577.812,591.344,207.738,45.024
582,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.158,0.061,0.158,0.061,618.688,714.516,360.028,29.624
583,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.125,0.031,0.046,0.017,0.046,0.017,412.719,504.078,304.248,24.107
584,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.215,0.066,0.215,0.066,544.469,769.203,294.393,35.698
585,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.156,0.063,0.156,0.063,545.359,705.531,297.533,33.634
586,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.144,0.044,0.144,0.044,672.75,974.703,402.576,32.738
587,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.133,0.055,0.133,0.055,479.25,667.719,313.448,29.274
588,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.688,0.172,0.259,0.084,0.259,0.084,401.219,588.797,309.686,25.575
589,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.875,0.219,0.313,0.124,0.313,0.124,476.828,556.438,314.068,26.32
590,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.167,0.052,0.167,0.052,409.141,628.141,275.046,30.17
591,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.152,0.066,0.152,0.066,545.656,792.984,360.624,29.696
592,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.089,0.036,0.089,0.036,496.453,715.125,319.961,30.293
593,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.061,0.033,0.061,0.033,493.234,649.688,286.24,31.943
594,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.097,0.028,0.097,0.028,581.266,587.172,294.078,31.786
595,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.083,0.011,0.083,0.011,630.688,803.75,366.286,31.329
596,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.204,0.077,0.204,0.077,661.984,772.531,316.256,36.287
597,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.061,0.033,0.061,0.033,692.906,1190.984,327.26,46.052
598,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.104,0.052,0.104,0.052,522.438,775.0,273.779,37.912
599,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.136,0.052,0.136,0.052,596.188,751.188,314.268,34.299
600,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,0.455,0.455,0.8,0.133,0.2,0.312,0.078,0.104,0.052,0.104,0.052,638.859,950.391,33.588,378.527
601,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.109,0.047,0.109,0.047,519.906,685.406,268.423,35.923
602,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.125,0.031,0.041,0.022,0.041,0.022,641.641,906.766,318.417,38.903
603,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.688,0.172,0.25,0.093,0.25,0.093,441.828,550.094,283.275,28.013
604,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.118,0.039,0.118,0.039,522.531,643.219,252.199,36.979
605,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.875,0.219,0.324,0.114,0.324,0.114,597.984,796.422,351.263,31.758
606,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.217,0.064,0.217,0.064,509.188,560.609,247.205,34.621
607,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.064,0.03,0.064,0.03,518.5,751.906,294.47,34.514
608,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.184,0.066,0.184,0.066,530.188,698.656,343.455,28.623
609,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.115,0.041,0.115,0.041,368.453,476.672,274.773,24.606
610,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.202,0.08,0.202,0.08,388.094,535.234,303.493,24.339
611,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.15,0.069,0.15,0.069,401.781,559.766,279.114,27.56
612,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.214,0.099,0.214,0.099,577.109,740.438,352.453,29.906
613,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.125,0.031,0.052,0.011,0.052,0.011,574.922,737.172,292.652,35.868
614,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.113,0.044,0.112,0.044,548.781,707.969,357.426,28.129
615,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.095,0.03,0.095,0.03,534.875,674.625,354.364,27.305
616,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.194,0.088,0.194,0.088,481.172,595.797,291.69,29.537
617,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.231,0.082,0.231,0.082,540.938,584.906,231.202,38.956
618,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.157,0.061,0.157,0.061,595.969,686.188,282.794,36.271
619,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.11,0.046,0.11,0.046,486.609,589.141,280.298,30.703
620,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.129,0.028,0.129,0.028,474.812,586.344,344.018,24.677
621,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.102,0.055,0.102,0.055,498.516,673.172,347.15,27.001
622,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.108,0.048,0.108,0.048,498.438,632.078,367.137,24.634
623,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.688,0.172,0.244,0.1,0.244,0.1,554.219,820.828,338.086,32.537
624,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.129,0.059,0.129,0.059,660.656,742.781,309.63,36.261
625,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.198,0.084,0.198,0.084,449.906,602.703,313.788,26.836
626,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.113,0.044,0.112,0.044,568.547,787.531,315.513,34.384
627,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.184,0.066,0.184,0.066,382.797,488.594,311.84,22.355
628,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.092,0.033,0.092,0.033,447.828,581.094,268.588,30.647
629,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.105,0.052,0.102,0.052,730.578,1124.312,297.88,49.816
630,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.082,0.043,0.082,0.043,576.859,809.5,355.879,31.165
631,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.212,0.1,0.209,0.1,543.391,870.172,257.809,43.864
632,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.116,0.04,0.116,0.04,684.656,910.109,390.008,32.712
633,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.198,0.083,0.198,0.083,590.656,819.391,290.654,38.81
634,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.132,0.055,0.132,0.055,554.438,650.562,342.519,28.144
635,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.125,0.031,0.043,0.019,0.043,0.019,589.094,831.375,357.716,31.768
636,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.095,0.03,0.095,0.03,625.016,878.172,383.334,31.371
637,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.222,0.09,0.222,0.09,524.156,659.281,309.096,30.63
638,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.153,0.066,0.153,0.066,567.031,754.672,314.917,33.576
639,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.194,0.056,0.194,0.056,483.0,604.297,287.44,30.262
640,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.23,0.083,0.23,0.083,532.859,644.969,318.975,29.54
641,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.171,0.079,0.171,0.079,450.25,644.531,306.235,28.6
642,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.196,0.085,0.196,0.085,461.891,598.5,281.656,30.119
643,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.156,0.063,0.156,0.063,554.281,721.625,284.126,35.925
644,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.177,0.073,0.177,0.073,395.781,488.781,270.58,26.153
645,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.176,0.074,0.176,0.074,733.516,906.016,321.227,40.832
646,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.112,0.044,0.112,0.044,540.359,600.969,296.948,30.748
647,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.125,0.031,0.052,0.011,0.052,0.011,686.953,987.812,260.525,51.427
648,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.155,0.064,0.155,0.064,589.469,740.672,323.056,32.939
649,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.098,0.027,0.098,0.027,474.484,675.688,246.984,37.255
650,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,0.455,0.455,0.82,0.2,0.1,0.438,0.109,0.172,0.047,0.172,0.047,677.641,898.281,34.41,366.382
651,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.183,0.067,0.183,0.067,593.344,712.906,319.732,32.684
652,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.246,0.067,0.246,0.067,665.344,850.406,312.661,38.783
653,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.182,0.068,0.182,0.068,795.844,1066.344,388.355,38.361
654,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.063,0.03,0.063,0.03,466.609,682.625,375.898,24.458
655,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.215,0.097,0.215,0.097,543.578,761.188,283.234,36.853
656,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.149,0.039,0.149,0.039,655.969,901.812,307.678,40.504
657,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.161,0.058,0.161,0.058,535.547,724.391,330.498,30.498
658,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.187,0.063,0.187,0.063,523.438,695.719,313.894,31.072
659,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.148,0.04,0.148,0.04,589.188,874.875,346.279,33.824
660,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.138,0.049,0.138,0.049,498.312,650.703,352.941,26.044
661,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.112,0.044,0.112,0.044,528.516,764.672,361.39,28.627
662,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.064,0.03,0.064,0.03,628.031,793.172,361.019,31.493
663,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.159,0.06,0.159,0.06,624.734,880.812,281.493,42.787
664,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.18,0.07,0.18,0.07,529.812,691.203,300.114,32.548
665,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.216,0.096,0.216,0.096,413.422,519.25,281.394,26.516
666,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.135,0.052,0.135,0.052,522.891,760.516,355.777,28.859
667,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.111,0.045,0.111,0.045,547.906,800.25,349.896,30.824
668,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.169,0.049,0.169,0.049,623.016,825.234,348.383,33.256
669,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.191,0.09,0.191,0.09,475.953,565.312,302.014,27.582
670,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.184,0.066,0.184,0.066,588.938,779.156,308.888,35.433
671,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.134,0.054,0.134,0.054,547.797,697.219,304.209,32.741
672,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.102,0.055,0.102,0.055,464.484,672.641,297.392,30.589
673,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.213,0.068,0.213,0.068,729.703,1044.859,306.577,46.306
674,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.163,0.056,0.163,0.056,539.281,644.297,335.473,28.225
675,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.106,0.019,0.106,0.019,589.703,723.25,336.587,31.206
676,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.118,0.039,0.118,0.039,635.547,861.234,296.111,40.438
677,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.22,0.093,0.22,0.093,509.266,633.25,285.293,32.038
678,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.109,0.047,0.109,0.047,557.844,780.578,322.749,33.176
679,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.242,0.07,0.242,0.07,452.562,527.469,335.87,23.343
680,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.084,0.041,0.084,0.041,727.328,1076.219,386.444,37.336
681,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.938,0.234,0.349,0.12,0.349,0.12,480.281,498.531,345.266,22.68
682,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.086,0.039,0.086,0.039,566.734,663.125,297.023,33.125
683,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.113,0.044,0.112,0.044,624.422,819.359,378.356,30.527
